region_name,region_type,period_begin,period_end,duration,total_homes_sold,total_homes_sold_yoy,average_homes_sold,average_homes_sold_yoy,total_homes_sold_with_price_drops,total_homes_sold_with_price_drops_yoy,average_homes_sold_with_price_drops,average_homes_sold_with_price_drops_yoy,percent_homes_sold_with_price_drops,percent_homes_sold_with_price_drops_yoy,median_sale_price,median_sale_price_yoy,median_sale_ppsf,median_sale_ppsf_yoy,median_days_to_close,median_days_to_close_yoy,price_drops,price_drops_yoy,percent_active_listings_with_price_drops,percent_active_listings_with_price_drops_yoy,pending_sales,pending_sales_yoy,median_pending_sqft,median_pending_sqft_yoy,off_market_in_two_weeks,off_market_in_two_weeks_yoy,off_market_in_one_week,off_market_in_one_week_yoy,percent_off_market_in_two_weeks,percent_off_market_in_two_weeks_yoy,percent_off_market_in_one_week,percent_off_market_in_one_week_yoy,total_new_listings,total_new_listings_yoy,average_new_listings,average_new_listings_yoy,median_new_listing_price,median_new_listing_price_yoy,median_new_listing_ppsf,median_new_listing_ppsf_yoy,inventory,inventory_yoy,total_active_listings,total_active_listings_yoy,active_listings,active_listings_yoy,age_of_inventory,age_of_inventory_yoy,homes_delisted,homes_delisted_yoy,percent_active_listings_delisted,percent_active_listings_delisted_yoy,median_active_list_price,median_active_list_price_yoy,median_active_list_ppsf,median_active_list_ppsf_yoy,average_of_median_list_price_amount,average_of_median_list_price_amount_yoy,average_of_median_offer_price_amount,average_of_median_offer_price_amount_yoy,avg_offer_to_list,avg_offer_to_list_yoy,average_sale_to_list_ratio,average_sale_to_list_ratio_yoy,median_days_on_market,median_days_on_market_yoy,pending_sales_to_sales_ratio,pending_sales_to_sales_ratio_yoy,months_of_supply,months_of_supply_yoy,average_pending_sales_listing_updates,average_pending_sales_listing_updates_yoy,percent_total_price_drops_of_inventory,percent_total_price_drops_of_inventory_yoy,last_updated
"New York County, NY",county,8/10/2020,9/6/2020,4 weeks,340,-0.528432732,85,-0.527777778,12,-0.454545455,3,-0.4,0.034911445,0.00419186,1110375,-0.073241757,1210.218794,-0.072268313,0,0,54,0.5,0.006630831,0.002435864,23,0.095238095,1057.6,0.120932697,1,0,1,0,0.096557487,0.016176756,0.060227273,-0.020153458,1287,0.270483712,321,0.268774704,1141250,0.023198476,1271.83426,-0.02617766,8118,-0.017785844,33064,-0.038529762,8266,-0.038501803,98.7,-29.3,75,-0.566473988,0.009065829,-0.011192148,1321625,-0.055982143,1376.339578,-0.034097129,,,,,,,0.996850301,0.000803696,276.3,89.3,0.287450425,0.171329504,97.95345762,48.4249139,11,0,0.026977088,0.00955422,3/10/2021 14:56
"New York County, NY",county,8/17/2020,9/13/2020,4 weeks,332,-0.557333333,83,-0.556149733,8,-0.578947368,2,-0.5,0.024300679,-0.002098727,1238750,0.039326173,1263.284121,-0.022062354,0,0,62,0.24,0.007476284,0.00153492,30,0.5,1081.1,0.067753086,2,1,1,0,0.084715381,0.015698287,0.048385167,-0.020631927,1425,0.08365019,356,0.085365854,1189375,-0.03694332,1275.223556,-0.044495869,8224,0.012807882,33527,-0.01723582,8381,-0.017237336,90.7,-37,78,-0.685483871,0.00933182,-0.019915298,1311375,-0.062466488,1372.541235,-0.034652648,,,,,,,0.996719487,0.000200323,275.3,78.6,0.37337175,0.268002735,101.4287423,53.74581894,12,0.333333333,0.030520428,0.005643581,3/10/2021 14:56
"New York County, NY",county,8/24/2020,9/20/2020,4 weeks,344,-0.554980595,86,-0.554404145,7,-0.588235294,1,-0.75,0.020967346,-0.002243027,1215625,0.050780635,1264.12767,-0.024871119,0,0,55,-0.035087719,0.006517636,-0.000272646,27,0.285714286,1069.3,0.057561072,1,,1,,0.074893953,0.044338397,0.044813739,0.014258183,1503,0.008724832,375,0.008064516,1201250,-0.078619367,1303.458642,-0.045679965,8341,0.043146573,33984,0.008936259,8496,0.009026128,86.7,-40,80,-0.696969697,0.009423092,-0.021945558,1304875,-0.062926391,1370.348286,-0.030625865,,,,,,,0.997341035,-0.000418509,282.1,88.5,0.320498187,0.212235954,98.94425954,53.23956129,14,0.75,0.026615514,-0.001898743,3/10/2021 14:56
"New York County, NY",county,8/31/2020,9/27/2020,4 weeks,350,-0.543676662,87,-0.544502618,8,-0.2,2,0,0.023374732,0.007877553,1178750,0.035691943,1244.849683,-0.051548308,0,0,61,-0.102941176,0.007131393,-0.001040407,27,0.8,1066.1,0.030446549,2,,1,,0.107863592,0.091196926,0.060942771,0.044276104,1638,0.006142506,409,0.004914005,1226250,-0.11185615,1333.793385,-0.061038408,8473,0.063779033,34522,0.037101571,8630,0.03713496,84.7,-40.3,83,-0.632743363,0.009667393,-0.017271263,1298250,-0.05923913,1368.80831,-0.025488489,,,,,,,0.997479126,-0.000163401,261.3,70.1,0.306988501,0.224912913,98.91276526,53.40009235,13,0.444444444,0.0290334,-0.005116003,3/10/2021 14:56
"New York County, NY",county,9/7/2020,10/4/2020,4 weeks,385,-0.52173913,96,-0.52238806,7,0,1,0,0.016677838,0.007764064,1185000,0.087904521,1252.918615,-0.034801571,0,0,72,0.058823529,0.008207902,-8.71E-05,31,1.214285714,1090.5,0.040057225,2,,1,,0.071337618,0.071337618,0.04714407,0.04714407,1683,0.074712644,420,0.074168798,1300000,-0.132068178,1399.171763,-0.069070657,8605,0.078861585,35094,0.059633443,8773,0.059669042,84.5,-38.5,82,-0.517647059,0.009427325,-0.010956717,1297000,-0.059292838,1367.339353,-0.022172615,995000,,925000,,0.929648241,,0.995919503,-0.002257255,244.2,51.5,0.333280975,0.262079862,92.51499061,50.89867706,13,0.444444444,0.033468913,-0.001009522,3/10/2021 14:56
"New York County, NY",county,9/14/2020,10/11/2020,4 weeks,381,-0.49669749,95,-0.497354497,7,-0.222222222,1,-0.5,0.016826648,0.004324099,1120875,0.023162939,1250.77908,-0.044710982,0,0,71,0.109375,0.008066244,0.000311393,30,1.142857143,984.1,-0.016883117,2,,1,,0.065322581,0.031989247,0.033986175,0.033986175,1551,0.112625538,387,0.112068966,1312500,-0.12372268,1446.197349,-0.035498284,8701,0.083156977,35506,0.075255141,8876,0.075227135,86,-36.2,90,-0.052631579,0.010154148,-0.001415433,1296000,-0.060018132,1367.307711,-0.019869148,995000,,925000,,0.929648241,,0.995538589,-0.002310162,237,50,0.329560737,0.254649424,95.0773418,50.87584207,12,0.090909091,0.032984714,0.001116172,3/10/2021 14:56
"New York County, NY",county,9/21/2020,10/18/2020,4 weeks,417,-0.415966387,104,-0.415730337,13,0.3,3,0.5,0.02902177,0.014205764,1089625,0.014312311,1238.674258,-0.038818367,0,0,73,0.140625,0.00818481,0.000403415,32,1.666666667,1040,0.016916007,2,,1,,0.084171787,0.050838454,0.052835381,0.052835381,1454,0.119322556,363,0.12037037,1303125,-0.135070681,1427.139368,-0.036810435,8772,0.083096679,35801,0.079448833,8950,0.079483778,88,-33.7,88,0.205479452,0.009888614,0.00106779,1295000,-0.064137308,1365.721032,-0.022420771,995000,,925000,,0.929648241,,0.996062474,-0.001118769,229.6,46.4,0.322271699,0.251083097,88.34556439,41.03722205,10,-0.230769231,0.033401733,0.001545948,3/10/2021 14:56
"New York County, NY",county,9/28/2020,10/25/2020,4 weeks,455,-0.325925926,113,-0.327380952,17,0.545454545,4,1,0.034978242,0.018536168,1077362,0.039673824,1243.424733,-0.021761647,0,0,77,0.166666667,0.008569945,0.0006647,37,1.642857143,999.3,0.052227019,1,,1,,0.048751167,0.002917834,0.036706349,0.024206349,1320,0.053471668,330,0.054313099,1259375,-0.157784744,1407.22058,-0.042730098,8803,0.079460454,35964,0.077056692,8991,0.077153468,90.2,-30,85,0.118421053,0.00948877,0.000322096,1290000,-0.075268817,1363.096071,-0.02629261,995000,-0.378125,925000,-0.403225806,0.929648241,-0.039101759,0.996148744,-0.001699817,237.8,55.5,0.336819236,0.251642688,82.20308635,32.58720382,11,-0.153846154,0.034988072,0.002615295,3/10/2021 14:56
"New York County, NY",county,10/5/2020,11/1/2020,4 weeks,480,-0.310344828,120,-0.310344828,22,0.692307692,5,0.666666667,0.042276303,0.023529652,1160487,0.121920967,1298.062728,0.022754555,0,0,64,-0.072463768,0.007123231,-0.001227778,40,1.857142857,961.8,0.140925267,2,,1,,0.05298049,0.007147157,0.040935673,0.028435673,1263,0.232195122,315,0.23046875,1210625,-0.134533756,1359.967202,-0.034346477,8826,0.081617647,36103,0.080701649,9025,0.080708897,92.5,-26.2,88,0.222222222,0.009779315,0.001067834,1285000,-0.078853047,1360.818743,-0.028615569,,,,,,,0.998908561,0.001462356,235.6,52.1,0.343891585,0.261992832,79.08956763,30.81508186,12,0,0.029118513,-0.005072663,3/10/2021 14:56
"New York County, NY",county,10/12/2020,11/8/2020,4 weeks,518,-0.235988201,129,-0.236686391,26,1.363636364,6,2,0.049744524,0.033590752,1136487,0.169375691,1283.301836,0.036045126,0,0,49,-0.257575758,0.005512487,-0.002389145,38,1.533333333,1003.1,0.199880383,2,,1,,0.054170967,0.017861443,0.049269006,0.024864244,1099,0.108980827,274,0.109311741,1186750,-0.127630249,1340.506783,-0.046033482,8818,0.08050484,36052,0.079304254,9013,0.079401198,95.2,-21,79,0.053333333,0.008844909,-0.000137772,1280000,-0.082683866,1358.974518,-0.030894713,,,,,,,0.999178194,0.001481665,228.8,42.6,0.298075907,0.203696504,69.94544687,20.226708,11,0.1,0.022567476,-0.009781501,3/10/2021 14:56
"New York County, NY",county,10/19/2020,11/15/2020,4 weeks,507,-0.255506608,126,-0.258823529,23,1.875,5,1.5,0.04424583,0.032930768,1210112,0.225585011,1260.970228,0.00837073,0,0,65,-0.084507042,0.007317582,-0.001195018,40,0.818181818,975,0.125476163,2,1,1,0,0.050202713,-0.006377081,0.045300752,0.007382476,1036,0.087093389,259,0.088235294,1173000,-0.170475138,1330.251263,-0.078102958,8788,0.079872204,35973,0.078198058,8993,0.078168085,98,-15.1,85,0.103896104,0.009477531,0.000214466,1271562.5,-0.089546228,1357.52371,-0.033842556,,,,,,,0.999456253,0.001385117,233,40.4,0.318655175,0.183473404,71.56810584,22.16670058,11,0.222222222,0.029927173,-0.004970836,3/10/2021 14:56
"New York County, NY",county,10/26/2020,11/22/2020,4 weeks,533,-0.192424242,133,-0.193939394,28,1.153846154,7,1.333333333,0.050215465,0.030725333,1263000,0.272223621,1270.012494,0.032518017,0,0,64,0,0.00724028,-0.000486937,38,0.407407407,957.5,0.056726631,1,0,1,,0.045300752,-0.005189299,0.045300752,0.019882476,965,0.116898148,241,0.115740741,1172375,-0.192196718,1317.655585,-0.086833388,8744,0.079506173,35818,0.077459916,8954,0.077496992,100.5,-11.1,90,0.111111111,0.010128415,0.000353057,1265312.5,-0.0988605,1356.966128,-0.036800141,1495000,,1325000,,0.886287625,,0.999167484,0.001339431,235.7,43.6,0.290980917,0.122485955,68.62215461,17.89064749,9,-0.1,0.029620311,-0.002108084,3/10/2021 14:56
"New York County, NY",county,11/2/2020,11/29/2020,4 weeks,479,-0.156690141,119,-0.161971831,24,1,6,1,0.04857494,0.026694905,1146750,0.120420127,1242.285044,-0.006003482,0,0,57,0.163265306,0.006454029,0.000449246,35,0.25,948.3,-0.07491952,1,0,1,0,0.050661376,-0.015453675,0.032142857,-0.008900418,800,0.037613489,200,0.041666667,1109875,-0.236510598,1283.340109,-0.140810513,8677,0.076283801,35513,0.076118905,8878,0.076121212,103.7,-7.6,90,0.184210526,0.010230174,0.001021959,1259062.5,-0.109652612,1356.163687,-0.039638388,1495000,,1325000,,0.886287625,,0.998626274,-0.000928975,216.7,16.6,0.300784054,0.10594645,77.55009155,17.12298829,8,-0.384615385,0.026506857,0.001823156,3/10/2021 14:56
"New York County, NY",county,11/9/2020,12/6/2020,4 weeks,501,-0.149405772,125,-0.149659864,25,0.923076923,6,1,0.048696005,0.025770184,1128000,0.025687656,1214.970756,-0.077514114,0,0,61,0.196078431,0.006928181,0.000663821,38,0.266666667,948.5,-0.093038822,2,1,1,0,0.054828042,-0.003606517,0.030059524,-0.007143506,840,0.226277372,210,0.228070175,1070937.5,-0.305825636,1270.840109,-0.196828102,8591,0.074277854,35319,0.077620137,8829,0.077627243,106.5,-5.6,119,0.4875,0.013541176,0.003712144,1252812.5,-0.12237303,1353.516713,-0.045799448,1495000,,1325000,,0.886287625,,0.996931096,-0.001682762,206.2,0.9,0.308653303,0.103557485,74.23126588,15.79323891,8,-0.5,0.028634618,0.002874958,3/10/2021 14:56
"New York County, NY",county,11/16/2020,12/13/2020,4 weeks,549,-0.129952456,137,-0.127388535,30,1,7,1.333333333,0.054499577,0.029073755,1074375,-0.057978957,1239.492403,-0.067888995,0,0,39,0,0.004538577,-0.000322814,38,0.266666667,946.2,-0.148104799,1,0,0,,0.036700337,-0.008220709,0.011931818,-0.018514455,746,0.216965742,186,0.215686275,1059687.5,-0.29365939,1291.733021,-0.201310096,8477,0.071410516,34914,0.075037719,8728,0.075009238,109.7,-3.8,125,0.453488372,0.014336372,0.003640863,1249750,-0.133715268,1351.685684,-0.051371755,1495000,,1325000,,0.886287625,,0.996974562,-0.001420691,184.5,-25.2,0.283653303,0.090851789,67.61653374,12.31157639,6,-0.625,0.018756636,-0.001213031,3/10/2021 14:56
"New York County, NY",county,11/23/2020,12/20/2020,4 weeks,588,-0.14658926,147,-0.145348837,31,2.444444444,7,2.5,0.052418831,0.036783721,1116250,-0.034855444,1270.106569,-0.047654875,0,0,27,-0.1,0.003196714,-0.00059195,37,0.48,1008.3,-0.08477807,1,0,0,,0.043110593,0.004599804,0.018342075,-0.012104198,628,0.20537428,157,0.207692308,1085312.5,-0.261315297,1334.312428,-0.170307033,8330,0.068359625,34380,0.073100693,8595,0.073167686,113.2,-1.5,133,0.511363636,0.015483476,0.004396268,1249750,-0.14041839,1351.504415,-0.055084177,,,,,,,0.997861917,-0.00060393,177.2,-38.4,0.265633117,0.111980112,64.25688312,12.88872336,6,-0.571428571,0.013205282,-0.002441762,3/10/2021 14:56
"New York County, NY",county,11/30/2020,12/27/2020,4 weeks,644,-0.057101025,161,-0.052941176,38,3.75,9,3.5,0.059047619,0.045630787,1168437.5,-0.031014823,1282.907125,-0.100889632,0,0,27,-0.1,0.00322772,-0.000624846,36,0.44,1057.1,0.100572618,1,,1,,0.035008741,0.012122952,0.028758741,0.013937468,570,0.244541485,142,0.245614035,1215312.5,-0.097093239,1370.423268,-0.082599061,8170,0.063802083,33749,0.069461609,8437,0.06946381,116.7,0,131,0.523255814,0.015441487,0.004547898,1249750,-0.146290231,1351.486916,-0.058305467,,,,,,,0.997395743,0.000791412,182.7,-16.8,0.230595238,0.07699769,53.4822619,2.072398511,6,-0.5,0.013463892,-0.002551733,3/10/2021 14:56
"New York County, NY",county,12/7/2020,1/3/2021,4 weeks,639,0.065,159,0.06,44,2.666666667,11,2.666666667,0.070555556,0.04202954,1244687.5,0.090433377,1325.859499,-0.023996421,0,0,24,0.142857143,0.002970106,0.000248149,34,0.789473684,1112.5,0.286573378,1,,1,,0.039175408,0.032418651,0.039175408,0.032418651,411,-0.055172414,102,-0.055555556,1252500,0.005216693,1418.278974,-0.040949768,7984,0.053576141,32955,0.060908476,8238,0.060914359,120.6,1.4,126,0.536585366,0.015421451,0.004828436,1249750,-0.149919566,1352.975191,-0.059595465,,,,,,,0.998381444,0.005342331,197.7,-14.3,0.214722222,0.089255695,52.58953704,-8.244234514,6,-0.4,0.012274549,0.001057869,3/10/2021 14:56
"New York County, NY",county,12/14/2020,1/10/2021,4 weeks,609,0.07029877,152,0.070422535,52,4.2,13,5.5,0.088824786,0.06279877,1230937.5,0.121750461,1327.727332,-0.013532832,0,0,23,-0.178571429,0.002966088,-0.000767945,28,1.153846154,1174.2,0.380599647,1,,1,,0.057303114,0.057303114,0.057303114,0.057303114,484,-0.18381113,121,-0.182432432,1310000,0.058799758,1425.259444,-0.021972158,7796,0.036150984,32234,0.047136406,8058,0.047173489,123.6,0.9,144,0.945945946,0.018035711,0.008362311,1250000,-0.151823579,1355.198536,-0.059452328,1250000,,1200000,,0.96,,0.999066257,0.00413111,199.2,-2.6,0.186356838,0.084950961,54.27799858,-7.978184218,5,-0.583333333,0.012185736,-0.003098687,3/10/2021 14:56
"New York County, NY",county,12/21/2020,1/17/2021,4 weeks,590,0.086556169,147,0.088888889,83,5.916666667,20,5.666666667,0.133217052,0.104431574,1164062.5,0.045034342,1294.345905,-0.030833688,0,0,26,-0.35,0.003351265,-0.001926589,22,0.571428571,1165.2,0.243543223,1,0,1,0,0.050892857,-0.024107143,0.050892857,-0.024107143,603,-0.258302583,150,-0.261083744,1334975,0.094466079,1442.097923,-0.041736724,7627,0.014633497,31503,0.024687744,7875,0.024590164,126.3,-0.2,143,1.042857143,0.018188856,0.009079687,1250000,-0.151823579,1356.436227,-0.060407836,1511250,1.610103627,1438750,,0.9534593,,0.99796813,0.003310692,193.2,-6,0.155562639,0.049904087,54.36489775,-9.054905555,7,-0.416666667,0.013766881,-0.007917302,3/10/2021 14:56
"New York County, NY",county,12/28/2020,1/24/2021,4 weeks,595,-0.04494382,148,-0.04516129,115,8.583333333,28,8.333333333,0.186209222,0.15995155,1163750,0.083566108,1287.56364,0.049753863,0.2,0.2,29,-0.382978723,0.003815749,-0.002259465,16,0.230769231,1246.3,0.308039463,1,0,1,0,0.04047619,-0.03452381,0.04047619,-0.03452381,766,-0.264169068,191,-0.265384615,1273600,-0.030099952,1445.639098,-0.071366215,7492,-0.005838641,30915,0.001490168,7728,0.001425424,128.6,-0.4,143,1.042857143,0.018520847,0.009378362,1250000,-0.151823579,1358.616417,-0.059379281,1590833.333,1.747553252,1500833.333,,0.945163343,,0.995304807,-1.24E-05,201.5,-18.1,0.117251677,0.036365622,52.90467683,-1.058288757,6,-0.5,0.015750133,-0.009196788,3/10/2021 14:56
