region_id,region_type_id,region_name,region_type,period_begin,period_end,duration,total_homes_sold,total_homes_sold_yoy,average_homes_sold,average_homes_sold_yoy,total_homes_sold_with_price_drops,total_homes_sold_with_price_drops_yoy,average_homes_sold_with_price_drops,average_homes_sold_with_price_drops_yoy,percent_homes_sold_with_price_drops,percent_homes_sold_with_price_drops_yoy,median_sale_price,median_sale_price_yoy,median_sale_ppsf,median_sale_ppsf_yoy,median_days_to_close,median_days_to_close_yoy,price_drops,price_drops_yoy,percent_active_listings_with_price_drops,percent_active_listings_with_price_drops_yoy,pending_sales,pending_sales_yoy,median_pending_sqft,median_pending_sqft_yoy,off_market_in_two_weeks,off_market_in_two_weeks_yoy,off_market_in_one_week,off_market_in_one_week_yoy,percent_off_market_in_two_weeks,percent_off_market_in_two_weeks_yoy,percent_off_market_in_one_week,percent_off_market_in_one_week_yoy,total_new_listings,total_new_listings_yoy,average_new_listings,average_new_listings_yoy,median_new_listing_price,median_new_listing_price_yoy,median_new_listing_ppsf,median_new_listing_ppsf_yoy,inventory,inventory_yoy,total_active_listings,total_active_listings_yoy,active_listings,active_listings_yoy,age_of_inventory,age_of_inventory_yoy,homes_delisted,homes_delisted_yoy,percent_active_listings_delisted,percent_active_listings_delisted_yoy,median_active_list_price,median_active_list_price_yoy,median_active_list_ppsf,median_active_list_ppsf_yoy,average_of_median_list_price_amount,average_of_median_list_price_amount_yoy,average_of_median_offer_price_amount,average_of_median_offer_price_amount_yoy,avg_offer_to_list,avg_offer_to_list_yoy,average_sale_to_list_ratio,average_sale_to_list_ratio_yoy,median_days_on_market,median_days_on_market_yoy,pending_sales_to_sales_ratio,pending_sales_to_sales_ratio_yoy,months_of_supply,months_of_supply_yoy,average_pending_sales_listing_updates,average_pending_sales_listing_updates_yoy,percent_total_price_drops_of_inventory,percent_total_price_drops_of_inventory_yoy,last_updated
2436,5,"Anderson County, SC",county,3/4/2019,3/31/2019,4 weeks,216,0.053658537,54,0.058823529,67,0.395833333,16,0.333333333,0.340162826,0.12213957,174006.2,-0.020993319,101.1190298,0.060264183,19.3,6.1,27,0.173913043,0.030095699,0.002821882,36,-0.294117647,1721.8,-0.03944212,13,-0.133333333,9,-0.1,0.355949198,0.037774236,0.259246881,0.026359751,291,0.050541516,72,0.043478261,192075,0.079452055,105.8425992,0.05065482,844,0.093264249,3626,0.062097247,906,0.062133646,64.1,0.9,8,0.142857143,0.008824661,-3.54E-05,195925,-0.084355649,103.7789474,0.01494116,,,,,,,0.970857395,-0.000455319,53.5,-10,0.723757308,-0.425319299,18.62192047,-0.073496764,88,-0.092783505,0.129146919,0.008680598,3/10/2021 14:56
2436,5,"Anderson County, SC",county,3/11/2019,3/17/2019,1 weeks,40,-0.069767442,40,-0.069767442,16,1,16,1,0.4,0.213953488,191025,0.09469914,102.3258254,0.046317595,3.5,-4.5,25,-0.074074074,0.027654867,-0.004836107,34,-0.055555556,1800,0.016949153,13,0.083333333,10,0.111111111,0.382352941,0.049019608,0.294117647,0.044117647,76,0.357142857,76,0.357142857,178950,0.002521008,105.0344591,0.006673083,849,0.109803922,904,0.087845969,904,0.087845969,62,-2,8,0,0.008849558,-0.000777398,194900,-0.093066543,103.6178862,0.012844483,,,,,,,0.971192853,-0.003370976,40,-31,0.85,0.012790698,22.6,3.274418605,76,-0.061728395,0.029446408,-0.00584771,3/10/2021 14:56
2436,5,"Anderson County, SC",county,3/18/2019,3/24/2019,1 weeks,53,0.558823529,53,0.558823529,21,2,21,2,0.396226415,0.190344062,157500,-0.07325684,93.27651515,-0.022826342,24,10,15,-0.166666667,0.016357688,-0.005434079,34,-0.244444444,1654,-0.053775744,13,-0.133333333,8,-0.272727273,0.382352941,0.049019608,0.235294118,-0.009150327,68,0.079365079,68,0.079365079,184450,0.025291829,103.8198785,0.034018119,856,0.12335958,917,0.110169492,917,0.110169492,65.5,0.5,6,-0.454545455,0.006543075,-0.006774116,194900,-0.110045662,103.6292936,0.011966811,,,,,,,0.969791206,0.01380949,73,18,0.641509434,-0.682019978,17.30188679,-6.992230855,99,0.285714286,0.017523364,-0.006098683,3/10/2021 14:56
2436,5,"Anderson County, SC",county,3/25/2019,3/31/2019,1 weeks,86,0.011764706,86,0.011764706,16,-0.36,16,-0.36,0.186046512,-0.108071135,178000,0.137743688,101.7608078,0.11593102,31,8,37,0.48,0.040130152,0.010509299,44,0.128205128,1833.5,-0.090074442,17,0.214285714,13,0.083333333,0.386363636,0.027389277,0.295454545,-0.012237762,68,-0.19047619,68,-0.19047619,219900,0.263793103,110.9090909,0.050390989,845,0.075063613,922,0.092417062,922,0.092417062,61,-1,10,1,0.010845987,0.004921816,199000,-0.091324201,104.037345,0.010579998,,,,,,,0.971011591,-0.002625133,49,-25,0.511627907,0.052804378,10.72093023,0.791518468,96,0.391304348,0.043786982,0.011980366,3/10/2021 14:56
2436,5,"Anderson County, SC",county,3/25/2019,4/21/2019,4 weeks,232,0.01754386,58,0.01754386,69,0.189655172,17,0.214285714,0.317310123,0.062632692,169350,0.098872577,100.8709465,0.099105456,25.6,0.3,30,0.034482759,0.032739562,-0.000482668,37,0.15625,1748,-0.01631964,14,0.166666667,11,0.222222222,0.40158923,0.013502655,0.31407823,0.010361395,281,-0.171091445,70,-0.166666667,218199.8,0.107191678,110.4457607,0.042875941,859,0.036188179,3695,0.044375353,923,0.044117647,59.2,1.7,9,0,0.010542202,0.000104565,199967.6,-0.088778309,104.5025722,0.004826844,,,,,,,0.973938338,0.008736575,67.1,8.8,0.659522779,0.077713167,16.95860839,-0.036652472,87,0.191780822,0.140861467,-0.001478702,3/10/2021 14:56
2436,5,"Anderson County, SC",county,4/1/2019,4/7/2019,1 weeks,46,0.179487179,46,0.179487179,14,0.4,14,0.4,0.304347826,0.04793757,165500,0.10406938,101.4913714,0.097204015,23,-3,29,-0.033333333,0.031351351,-0.003654483,37,0.541666667,1700,-0.053715558,14,0.75,11,1.2,0.378378378,0.045045045,0.297297297,0.088963964,83,0.092105263,83,0.092105263,193000,-0.032338932,108.9866157,0.04632793,861,0.064276885,925,0.079346558,925,0.079346558,59,-2,10,-0.166666667,0.010810811,-0.003191523,197750,-0.097031963,104.2381433,0.001722682,,,,,,,0.973883467,0.007474261,53.5,12.5,0.804347826,0.188963211,20.10869565,-1.865663322,86,0.28358209,0.033681765,-0.003401053,3/10/2021 14:56
2436,5,"Anderson County, SC",county,4/8/2019,4/14/2019,1 weeks,52,0.181818182,52,0.181818182,21,0.5,21,0.5,0.403846154,0.085664336,156950,0.011275773,94.62319909,0.052584845,20,-4,30,0.304347826,0.032154341,0.006627149,46,0.642857143,1671.5,0.016418364,19,0.266666667,13,0.083333333,0.413043478,-0.122670807,0.282608696,-0.145962733,75,-0.193548387,75,-0.193548387,219999.5,0.100547774,102.6644322,-0.012462176,862,0.012925969,933,0.035516093,933,0.035516093,58,3,12,0.090909091,0.012861736,0.000653079,199900,-0.090950432,104.1958823,-0.000183199,,,,,,,0.959642625,-0.003707441,70,-1.5,0.884615385,0.248251748,17.94230769,-2.534965035,79,-0.036585366,0.034802784,0.007775757,3/10/2021 14:56
2436,5,"Anderson County, SC",county,4/15/2019,4/21/2019,1 weeks,48,-0.2,48,-0.2,18,1,18,1,0.375,0.225,176950,0.142349903,105.6084078,0.129298884,28.5,0,25,-0.375,0.027322404,-0.015412638,21,-0.432432432,1787,0.081719128,9,-0.25,8,-0.2,0.428571429,0.104247104,0.380952381,0.110682111,55,-0.360465116,55,-0.360465116,239900,0.116073505,119.2229039,0.084727138,869,-0.003440367,915,-0.022435897,915,-0.022435897,59,7,7,-0.222222222,0.007650273,-0.001965111,203220.5,-0.075850387,105.5389182,0.00724009,,,,,,,0.991215669,0.033804612,96,49,0.4375,-0.179166667,19.0625,3.4625,87,0.12987013,0.0287687,-0.01710286,3/10/2021 14:56
2436,5,"Anderson County, SC",county,4/15/2019,5/12/2019,4 weeks,224,-0.013215859,56,0,71,0.42,17,0.416666667,0.313889329,0.091171103,181931.7,0.053302649,102.7803959,0.077592047,15.8,-10.5,39,0.026315789,0.041715151,0.001561754,40,0.025641026,1713.6,0.018666033,12,-0.142857143,10,0.111111111,0.320935192,-0.029591868,0.277279093,0.035492128,288,-0.147928994,72,-0.142857143,203762.5,0.044875884,110.6227703,0.082808343,874,-0.011312217,3755,-0.008711721,938,-0.009503696,58.5,6.3,8,-0.111111111,0.008512985,-0.001000539,204971,-0.068398327,105.8971975,0.011749822,,,,,,,0.983397166,0.017587598,67.3,15.2,0.76152747,0.078613394,18.33037523,1.465700036,90,0.184210526,0.179633867,0.007688166,3/10/2021 14:56
2436,5,"Anderson County, SC",county,4/22/2019,4/28/2019,1 weeks,57,-0.06557377,57,-0.06557377,24,0.6,24,0.6,0.421052632,0.175150992,182777,-0.035477573,101.5427778,0.028530072,17,-10,66,0.736842105,0.06984127,0.029458698,44,0,1827,0.116406966,10,-0.444444444,9,-0.1,0.227272727,-0.181818182,0.204545455,-0.022727273,79,0.097222222,79,0.097222222,190800,-0.120737327,107.3980687,0.039020593,877,0.011534025,945,0.004250797,945,0.004250797,58,5,10,0,0.010582011,-4.50E-05,204743,-0.070532958,105.8044729,0.007211936,,,,,,,0.980679648,0.012997845,69,11,0.771929825,0.050618349,16.57894737,1.15271786,81,-0.024096386,0.075256556,0.03142726,3/10/2021 14:56
2436,5,"Anderson County, SC",county,4/29/2019,5/5/2019,1 weeks,83,0.431034483,83,0.431034483,22,0.692307692,22,0.692307692,0.265060241,0.04092231,174500,-0.014124294,106.5891473,0.090115898,9,-13,28,-0.263157895,0.029442692,-0.01093988,51,0.085106383,1673,-0.086790393,10,-0.444444444,7,-0.416666667,0.196078431,-0.186900292,0.137254902,-0.118064247,76,-0.025641026,76,-0.025641026,202400,0.094645754,112.7856393,0.138864344,875,0.004592423,951,0.010626993,951,0.010626993,58,4,9,0,0.009463722,-0.000100571,204500,-0.070454545,106.2546154,0.012293857,,,,,,,0.9792261,0.014744903,52,-4,0.614457831,-0.195886996,11.45783133,-4.766306606,103,0.256097561,0.032,-0.011628014,3/10/2021 14:56
2436,5,"Anderson County, SC",county,5/6/2019,5/12/2019,1 weeks,36,-0.25,36,-0.25,7,-0.461538462,7,-0.461538462,0.194444444,-0.076388889,193500,0.14159292,97.38125059,0.064298711,9,-19,38,0.055555556,0.040254237,0.003140835,44,0.571428571,1567.5,-0.025489587,19,1.375,17,1.833333333,0.431818182,0.146103896,0.386363636,0.172077922,78,-0.235294118,78,-0.235294118,181950,0.114923864,103.0844693,0.06997701,877,-0.052915767,944,-0.026804124,944,-0.026804124,59,9,6,-0.25,0.006355932,-0.00189149,207420.5,-0.056750796,105.9907834,0.020337942,,,,,,,0.982467245,0.00880303,52.5,5,1.222222222,0.638888889,26.22222222,6.013888889,91,0.467741935,0.043329532,0.004452643,3/10/2021 14:56
2436,5,"Anderson County, SC",county,5/13/2019,5/19/2019,1 weeks,64,0.230769231,64,0.230769231,17,0.307692308,17,0.307692308,0.265625,0.015625,175950,-0.243225806,97.03209741,-0.065484566,12,-8,76,1.714285714,0.08,0.051859296,46,0.095238095,2121,0.203745743,20,0.666666667,14,0.4,0.434782609,0.149068323,0.304347826,0.066252588,75,0.056338028,75,0.056338028,229900,0.135308642,105.8655804,0.035473206,884,-0.047413793,950,-0.045226131,950,-0.045226131,59,8,6,-0.25,0.006315789,-0.001724412,209900,-0.045909091,106.36,0.023892267,,,,,,,0.972203881,-0.006406433,71,30,0.71875,-0.088942308,14.84375,-4.290865385,79,-0.048192771,0.085972851,0.055800437,3/10/2021 14:56
2436,5,"Anderson County, SC",county,5/13/2019,6/9/2019,4 weeks,282,0.311627907,70,0.320754717,63,0.032786885,15,0,0.224162572,-0.058941928,184550,-0.013826732,103.9248828,0.030068783,14.7,-9.3,41,0.464285714,0.043983019,0.014933636,48,0.297297297,1780.5,-0.009622872,14,0.166666667,11,0.222222222,0.305573316,-0.021410811,0.226809955,-0.016110319,275,0.091269841,68,0.079365079,197887.5,0.02373254,106.8457301,0.062942347,870,-0.060475162,3761,-0.050731954,940,-0.050505051,59.8,3.8,6,-0.571428571,0.007186451,-0.007406237,209533.5,-0.053420986,106.9212781,0.035255779,,,,,,,0.979916225,0.006594306,56.6,10,0.694707172,-0.015806676,13.41371617,-5.179272158,74,0,0.190804598,0.066614533,3/10/2021 14:56
2436,5,"Anderson County, SC",county,5/20/2019,5/26/2019,1 weeks,74,0.298245614,74,0.298245614,16,0.230769231,16,0.230769231,0.216216216,-0.011853959,188250,0.289383562,105.7033175,0.12508427,19,-5,38,0.583333333,0.040169133,0.016169133,46,0.15,1543.5,-0.115726153,13,0.083333333,9,0.8,0.282608696,-0.017391304,0.195652174,0.070652174,69,-0.054794521,69,-0.054794521,184250,-0.074120603,105.8064949,0.052528563,879,-0.068855932,946,-0.054,946,-0.054,58,5,6,-0.25,0.006342495,-0.001657505,209034,-0.049521428,106.7961165,0.036902937,,,,,,,0.973690287,0.011915154,43.5,-7.5,0.621621622,-0.080132764,12.78378378,-4.760075865,80,-0.101123596,0.043230944,0.017807215,3/10/2021 14:56
2436,5,"Anderson County, SC",county,5/20/2019,6/16/2019,4 weeks,282,0.258928571,70,0.25,59,-0.048387097,14,-0.066666667,0.208537572,-0.069443978,186937.5,0.071966167,106.6624712,0.07215263,14.6,-11.9,40,0.379310345,0.044060026,0.014121485,46,0.277777778,1733,-0.040739511,10,-0.090909091,7,-0.125,0.223904691,-0.095936579,0.157479755,-0.083059567,258,0.019762846,64,0.015873016,187637.5,-0.016446075,105.8389414,0.049674269,861,-0.068181818,3720,-0.057034221,930,-0.056795132,60.8,1.6,7,-0.5,0.007807724,-0.006308657,209533.5,-0.055317106,107.1479586,0.038662951,,,,,,,0.983042753,0.00947121,51,2.4,0.659550922,0.007517528,13.25355992,-4.563971283,69,0.014705882,0.18931475,0.061609123,3/10/2021 14:56
2436,5,"Anderson County, SC",county,5/27/2019,6/2/2019,1 weeks,77,0.283333333,77,0.283333333,17,-0.19047619,17,-0.19047619,0.220779221,-0.129220779,195000,-0.015151515,105.233853,0.031383568,28,-0.5,27,-0.15625,0.028938907,-0.003093125,51,0.545454545,1767,-0.062101911,13,0.181818182,9,-0.1,0.254901961,-0.078431373,0.176470588,-0.126559715,56,-0.034482759,56,-0.034482759,182400,-0.078787879,105.1651225,0.029004723,860,-0.066232356,933,-0.066066066,933,-0.066066066,60.5,1.5,6,-0.818181818,0.006430868,-0.026602165,209500,-0.050145085,107.2328587,0.040158729,,,,,,,0.990771866,0.017079449,55,7.5,0.662337662,0.112337662,12.11688312,-4.533116883,72,0.309090909,0.031395349,-0.003349494,3/10/2021 14:56
2436,5,"Anderson County, SC",county,6/3/2019,6/9/2019,1 weeks,67,0.456521739,67,0.456521739,13,-0.071428571,13,-0.071428571,0.194029851,-0.110317975,179000,0.040395234,107.7302632,0.038362254,0,-23.5,25,-0.193548387,0.026824034,-0.005200759,52,0.444444444,1690.5,-0.060833333,13,-0.071428571,12,0.090909091,0.25,-0.138888889,0.230769231,-0.074786325,75,0.5,75,0.5,195000,0.122625216,110.5457227,0.138359357,857,-0.059275521,932,-0.037190083,932,-0.037190083,62,1,9,0,0.009656652,0.000359132,209700,-0.067792843,107.2961373,0.040154394,,,,,,,0.982998868,0.003789055,57,10,0.776119403,-0.006489293,13.91044776,-7.1330305,68,-0.055555556,0.029171529,-0.004857011,3/10/2021 14:56
2436,5,"Anderson County, SC",county,6/10/2019,6/16/2019,1 weeks,64,0.049180328,64,0.049180328,13,-0.071428571,13,-0.071428571,0.203125,-0.026383197,185500,0.022038567,107.9824512,0.099569875,11.5,-18.5,73,1.35483871,0.080308031,0.048610689,37,0.057142857,1931,0.074568726,4,-0.555555556,1,-0.875,0.108108108,-0.149034749,0.027027027,-0.201544402,58,-0.194444444,58,-0.194444444,188900,-0.018191268,101.8384253,-0.015907172,850,-0.077090119,909,-0.070552147,909,-0.070552147,63,-1,8,0.333333333,0.00880088,0.002665911,209900,-0.053553795,107.2667217,0.0374368,,,,,,,0.984709993,0.00510118,48.5,-0.5,0.578125,0.004354508,14.203125,-1.829661885,58,0.035714286,0.085882353,0.052223287,3/10/2021 14:56
2436,5,"Anderson County, SC",county,6/17/2019,6/23/2019,1 weeks,65,0.547619048,65,0.547619048,24,1.181818182,24,1.181818182,0.369230769,0.107326007,214900,0.119270833,102.1341463,0.039802557,21,-3.5,38,0.225806452,0.040425532,0.008953451,43,0.194444444,1764,0.014376078,8,1,5,1.5,0.186046512,0.074935401,0.11627907,0.060723514,93,0.453125,93,0.453125,232450,0.36815774,109.5284884,0.031339593,871,-0.062432723,940,-0.045685279,940,-0.045685279,59,-7,12,0.5,0.012765957,0.00464413,210423,-0.04331439,107.1428571,0.028983022,,,,,,,0.972205582,0.005375259,65,17.5,0.661538462,-0.195604396,14.46153846,-8.990842491,68,-0.042253521,0.043628014,0.0102588,3/10/2021 14:56
2436,5,"Anderson County, SC",county,6/17/2019,7/14/2019,4 weeks,265,0.221198157,66,0.222222222,74,0.37037037,18,0.384615385,0.27623577,0.02303421,189937.5,0.059919085,102.8159748,0.04054279,21.3,2.7,38,0.407407407,0.040556249,0.013634288,42,0.076923077,1818,0.003865268,12,0.333333333,8,0.333333333,0.279451471,0.039101543,0.201078571,0.038560533,315,0.05704698,78,0.054054054,199537.5,0.110546821,105.7990101,0.039924659,876,-0.068085106,3774,-0.059087509,943,-0.058882236,60.5,-6.2,9,0,0.009547064,0.000327126,208611.5,-0.050771808,106.7520733,0.02682215,,,,,,,0.973877651,0.004229316,50.6,-2.7,0.675781134,-0.100944411,15.34074975,-4.533553439,72,-0.04,0.174657534,0.059763917,3/10/2021 14:56
2436,5,"Anderson County, SC",county,6/24/2019,6/30/2019,1 weeks,98,0.180722892,98,0.180722892,26,0.368421053,26,0.368421053,0.265306122,0.03639046,187450,0.071142857,102.5279649,0.052289291,30.5,5.5,57,1.47826087,0.060573858,0.037711035,49,0.166666667,1987,0.103888889,16,0.454545455,12,0.5,0.326530612,0.06462585,0.244897959,0.054421769,70,-0.135802469,70,-0.135802469,185900,0.068390805,102.3331173,0.024355529,861,-0.080128205,941,-0.064612326,941,-0.064612326,60,-6,10,-0.090909091,0.010626993,-0.000307401,210423,-0.043096862,106.6814323,0.025166917,,,,,,,0.981175435,0.004645126,42.5,-15.5,0.5,-0.006024096,9.602040816,-2.518441111,86,-0.065217391,0.066202091,0.041629441,3/10/2021 14:56
2436,5,"Anderson County, SC",county,7/1/2019,7/7/2019,1 weeks,47,0.044444444,47,0.044444444,11,-0.083333333,11,-0.083333333,0.234042553,-0.032624113,179900,0.058858152,103.0277544,0.002139712,19,19,27,0.285714286,0.029001074,0.008001074,34,-0.227272727,1809,-0.023218143,10,0,6,-0.25,0.294117647,0.06684492,0.176470588,-0.005347594,71,0.092307692,71,0.092307692,189900,-0.050025013,106.0929984,0.071062461,882,-0.055674518,931,-0.069,931,-0.069,62,-6,7,-0.222222222,0.007518797,-0.001481203,208600,-0.051386994,106.6814323,0.026808786,,,,,,,0.967205638,-0.012613765,50,-7,0.723404255,-0.254373522,19.80851064,-2.413711584,64,0.122807018,0.030612245,0.008128305,3/10/2021 14:56
2436,5,"Anderson County, SC",county,7/8/2019,7/14/2019,1 weeks,55,0.170212766,55,0.170212766,13,0.083333333,13,0.083333333,0.236363636,-0.018955513,177500,-0.013340745,103.5740336,0.070265013,15,-10,31,-0.060606061,0.032224532,-0.000128409,45,0.25,1712,-0.076092822,14,0.076923077,12,0.5,0.311111111,-0.05,0.266666667,0.044444444,81,-0.079545455,81,-0.079545455,189900,0.085763293,105.2414362,0.033861161,893,-0.073651452,962,-0.056862745,962,-0.056862745,61,-6,7,-0.222222222,0.007276507,-0.001547022,205000,-0.065328947,106.5025716,0.02632717,,,,,,,0.974923947,0.019510642,45,-6,0.818181818,0.052224371,17.49090909,-4.211218569,72,-0.1,0.034714446,0.000482081,3/10/2021 14:56
2436,5,"Anderson County, SC",county,7/15/2019,7/21/2019,1 weeks,61,0.355555556,61,0.355555556,17,0.307692308,17,0.307692308,0.278688525,-0.010200364,205000,0.062176166,102.3415752,0.068375057,18,7,32,-0.319148936,0.032719836,-0.013133822,47,0.175,1903,0.098095788,12,-0.076923077,9,-0.25,0.255319149,-0.069680851,0.191489362,-0.108510638,87,0.359375,87,0.359375,199900,0.052105263,101.6525424,0.020534256,910,-0.054054054,978,-0.045853659,978,-0.045853659,59.5,-12,6,-0.333333333,0.006134969,-0.002645518,206991,-0.055174287,105.5581288,0.018725943,,,,,,,0.979715519,-0.00440192,59,-1.5,0.770491803,-0.118397086,16.03278689,-6.744990893,87,0.16,0.035164835,-0.013691714,3/10/2021 14:56
2436,5,"Anderson County, SC",county,7/22/2019,7/28/2019,1 weeks,56,-0.211267606,56,-0.211267606,13,-0.277777778,13,-0.277777778,0.232142857,-0.02137827,200125,0.124297753,113.0561665,0.119256049,17,-12,34,0.36,0.034693878,0.010014707,33,-0.282608696,1921,0.167426314,9,-0.25,6,-0.25,0.272727273,0.011857708,0.181818182,0.007905138,72,0.333333333,72,0.333333333,194450,0.040117679,104.3630093,0.061908565,926,-0.009625668,980,-0.032576505,980,-0.032576505,59,-15,4,-0.555555556,0.004081633,-0.004802869,207850,-0.033255814,105.0120048,0.015926165,,,,,,,0.982440144,0.003968885,49.5,1.5,0.589285714,-0.05860161,17.5,3.232394366,80,-0.058823529,0.036717063,0.009979095,3/10/2021 14:56
2436,5,"Anderson County, SC",county,7/22/2019,8/18/2019,4 weeks,249,0.0375,62,0.033333333,66,-0.070422535,16,-0.058823529,0.262864345,-0.033857977,188356,0.044463852,106.2181824,0.096599192,19.5,-0.5,34,0.133333333,0.035202793,0.004473909,44,0.047619048,1665.3,0.004524068,14,0.272727273,10,0.428571429,0.317631344,0.04448126,0.228889505,0.044385603,287,0.134387352,71,0.126984127,181475,0.021602984,106.6414233,0.054861626,921,-0.010741139,3949,-0.014228657,987,-0.013986014,58.1,-14.9,8,-0.111111111,0.008584525,-0.000394596,205400,-0.037496403,105.1480449,0.014218212,,,,,,,0.981562115,0.008865286,49,-7.5,0.701462137,0.006331128,15.92731691,-1.248971467,77,0,0.15092291,0.018806906,3/10/2021 14:56
2436,5,"Anderson County, SC",county,7/29/2019,8/4/2019,1 weeks,67,0.155172414,67,0.155172414,20,0.333333333,20,0.333333333,0.298507463,0.039886773,182500,-0.082914573,104.3426532,0.07752281,20,3,34,0.03030303,0.034068136,0.00116684,54,0.125,1610,-0.011663597,15,0.153846154,9,0.285714286,0.277777778,0.006944444,0.166666667,0.020833333,76,0.117647059,76,0.117647059,172450,0.020716188,105.1510963,0.020463208,911,-0.006543075,998,-0.004985045,998,-0.004985045,59,-15,14,0.076923077,0.014028056,0.001066939,204900,-0.045645086,105.0120048,0.011273885,,,,,,,0.988156249,0.014326521,57.5,-2.5,0.805970149,-0.021616058,14.89552239,-2.39758106,80,-0.120879121,0.037321625,0.001334711,3/10/2021 14:56
2436,5,"Anderson County, SC",county,8/5/2019,8/11/2019,1 weeks,61,0.355555556,61,0.355555556,13,-0.071428571,13,-0.071428571,0.213114754,-0.097996357,185900,0.06777714,100.2380952,0.027029664,26,10,36,0.090909091,0.036659878,0.00329284,41,0.576923077,1551,-0.091388401,15,1.142857143,13,1.166666667,0.365853659,0.096622889,0.317073171,0.08630394,75,0.02739726,75,0.02739726,170000,-0.066959385,105.0080775,0.009071849,925,-0.021164021,982,-0.007077856,982,-0.007077856,55,-17,7,0,0.00712831,5.05E-05,203950,-0.047543437,105.0100412,0.011764756,,,,,,,0.983678725,0.019788435,49,-1,0.672131148,0.09435337,16.09836066,-5.879417122,72,0.309090909,0.038918919,0.003998284,3/10/2021 14:56
2436,5,"Anderson County, SC",county,8/5/2019,9/1/2019,4 weeks,270,0.071428571,67,0.063492063,72,0.090909091,18,0.125,0.264578583,-0.010080802,190824.7,0.095827722,105.139763,0.074367565,18.5,-2.1,41,0.242424242,0.042059322,0.008499477,45,0.184210526,1640.5,0.033060453,13,0.181818182,9,0.285714286,0.306705762,0.018501605,0.217448565,0.007830752,274,-0.051903114,68,-0.055555556,198475,0.126019431,107.3130734,0.069831816,922,-0.024338624,3947,-0.018891375,986,-0.018905473,60.3,-11.4,7,0,0.007099799,-0.000594383,206941.8,-0.015567447,105.4075419,0.016147855,,,,,,,0.975583599,0.004767176,46.5,-5.7,0.671847629,0.045109315,14.72570323,-2.125154181,69,-0.054794521,0.180043384,0.037186241,3/10/2021 14:56
2436,5,"Anderson County, SC",county,8/12/2019,8/18/2019,1 weeks,65,-0.015151515,65,-0.015151515,20,-0.166666667,20,-0.166666667,0.307692308,-0.055944056,184899,0.086044053,107.2358147,0.165606681,15,-3,35,0.09375,0.035389282,0.00342125,48,0,1579.5,-0.042727273,17,0.214285714,12,0.333333333,0.354166667,0.0625,0.25,0.0625,64,0.103448276,64,0.103448276,189000,0.095969846,112.0435099,0.131804591,922,-0.007534984,989,-0.011988012,989,-0.011988012,59.5,-12.5,9,0.285714286,0.009100101,0.002107094,204900,-0.023248497,105.5581288,0.017919668,,,,,,,0.971973343,-0.002622698,40,-28,0.738461538,0.011188811,15.21538462,0.048717949,77,-0.0375,0.037960954,0.003515314,3/10/2021 14:56
2436,5,"Anderson County, SC",county,8/12/2019,9/8/2019,4 weeks,239,-0.077220077,59,-0.078125,70,0.029411765,17,0,0.302966561,0.029161877,190637.2,0.106033144,105.3407231,0.082487231,18.2,-5.5,45,0.363636364,0.045834311,0.013040468,40,0.025641026,1685.2,0.062748313,11,0.1,7,0,0.286670918,0.017387357,0.197704082,0.021585028,249,-0.123239437,62,-0.126760563,201575,0.160534626,108.2006774,0.081655361,920,-0.031578947,3931,-0.031057432,982,-0.031558185,62.6,-8.4,8,0,0.00894091,0.000816779,208429.3,-0.002404614,105.655929,0.018147803,,,,,,,0.974205648,0.000376687,46.3,-7,0.678814842,0.047482511,18.75111307,2.476430868,68,-0.081081081,0.195652174,0.055652174,3/10/2021 14:56
2436,5,"Anderson County, SC",county,8/19/2019,8/25/2019,1 weeks,67,0.218181818,67,0.218181818,16,0.066666667,16,0.066666667,0.23880597,-0.033921303,185000,0.081871345,105.6,0.047272727,14,-6,45,0.184210526,0.04527163,0.007647867,49,0.088888889,1750,0.14379085,12,-0.076923077,9,0.125,0.244897959,-0.04399093,0.183673469,0.005895692,75,-0.085365854,75,-0.085365854,212400,0.245747801,106.6666667,0.105836438,924,-0.026343519,994,-0.015841584,994,-0.015841584,62,-10,4,-0.428571429,0.004024145,-0.002906548,208917.5,0.004652561,105.7296676,0.020280405,,,,,,,0.974898443,0.011515126,50,-3,0.731343284,-0.086838535,14.8358209,-3.527815468,65,-0.155844156,0.048701299,0.008659149,3/10/2021 14:56
2436,5,"Anderson County, SC",county,8/19/2019,9/15/2019,4 weeks,225,-0.066390041,56,-0.066666667,64,0.103448276,16,0.142857143,0.294670935,0.038858675,185660,0.011502669,102.0110131,0.026143865,18.5,-7,44,0.375,0.04566046,0.013792348,36,0.028571429,1644.8,0.054156252,9,0,5,-0.166666667,0.252816752,-0.021675143,0.166454082,-0.001852472,253,-0.133561644,63,-0.136986301,203800,0.16205475,107.3636043,0.08624477,921,-0.040625,3922,-0.039196472,980,-0.039215686,64.3,-5.9,9,-0.1,0.009472007,-0.001046173,209260.6,0.005997218,105.8224103,0.020371711,,,,,,,0.972562125,-0.002538449,49.8,2.3,0.651062202,0.034881387,19.75118848,1.92442295,64,-0.123287671,0.194353963,0.058937296,3/10/2021 14:56
