region_name,region_type,period_begin,period_end,duration,total_homes_sold,total_homes_sold_yoy,average_homes_sold,average_homes_sold_yoy,total_homes_sold_with_price_drops,total_homes_sold_with_price_drops_yoy,average_homes_sold_with_price_drops,average_homes_sold_with_price_drops_yoy,percent_homes_sold_with_price_drops,percent_homes_sold_with_price_drops_yoy,median_sale_price,median_sale_price_yoy,median_sale_ppsf,median_sale_ppsf_yoy,median_days_to_close,median_days_to_close_yoy,price_drops,price_drops_yoy,percent_active_listings_with_price_drops,percent_active_listings_with_price_drops_yoy,pending_sales,pending_sales_yoy,median_pending_sqft,median_pending_sqft_yoy,off_market_in_two_weeks,off_market_in_two_weeks_yoy,off_market_in_one_week,off_market_in_one_week_yoy,percent_off_market_in_two_weeks,percent_off_market_in_two_weeks_yoy,percent_off_market_in_one_week,percent_off_market_in_one_week_yoy,total_new_listings,total_new_listings_yoy,average_new_listings,average_new_listings_yoy,median_new_listing_price,median_new_listing_price_yoy,median_new_listing_ppsf,median_new_listing_ppsf_yoy,inventory,inventory_yoy,total_active_listings,total_active_listings_yoy,active_listings,active_listings_yoy,age_of_inventory,age_of_inventory_yoy,homes_delisted,homes_delisted_yoy,percent_active_listings_delisted,percent_active_listings_delisted_yoy,median_active_list_price,median_active_list_price_yoy,median_active_list_ppsf,median_active_list_ppsf_yoy,average_of_median_list_price_amount,average_of_median_list_price_amount_yoy,average_of_median_offer_price_amount,average_of_median_offer_price_amount_yoy,avg_offer_to_list,avg_offer_to_list_yoy,average_sale_to_list_ratio,average_sale_to_list_ratio_yoy,median_days_on_market,median_days_on_market_yoy,pending_sales_to_sales_ratio,pending_sales_to_sales_ratio_yoy,months_of_supply,months_of_supply_yoy,average_pending_sales_listing_updates,average_pending_sales_listing_updates_yoy,percent_total_price_drops_of_inventory,percent_total_price_drops_of_inventory_yoy,last_updated
"New York County, NY",county,8/5/2019,9/1/2019,4 weeks,760,-0.068627451,190,-0.068627451,18,1.571428571,4,3,0.022648188,0.013910805,1240000,0.075137548,1377.060592,0.0047642,0,0,33,0.1,0.003820727,0.000547885,25,0.470588235,900,-0.091551428,1,,1,,0.072334753,0.072334753,0.063714064,0.063714064,699,0,174,0,1037250,-0.202115385,1290.02895,-0.104161455,8399,-0.071728559,34728,-0.063152499,8682,-0.063127226,126.5,4,116,1.230769231,0.013466132,0.007823589,1400000,-0.061976549,1424.656647,-0.055196834,,,,,,,0.996221224,-0.001783702,189.8,28,0.130142025,0.044818922,46.30526127,0.477128198,11,0.1,0.015835218,0.002241054,3/10/2021 14:56
"New York County, NY",county,8/12/2019,9/8/2019,4 weeks,721,-0.070876289,180,-0.072164948,22,1.2,5,1.5,0.030719585,0.017104186,1198128,-0.016590432,1304.492248,-0.034395338,0,0,36,2.272727273,0.004194967,0.002926956,21,0.615384615,943.5,-0.081751825,1,,1,,0.08038073,0.03038073,0.08038073,0.03038073,1013,0.023232323,253,0.024291498,1115375,-0.155818354,1306.022883,-0.069257458,8265,-0.088150927,34389,-0.069511337,8597,-0.06948804,128,2.3,173,6.208333333,0.020257977,0.017629448,1400000,-0.061504944,1424.925444,-0.054332131,,,,,,,0.996046605,-0.001913589,187,20.7,0.116120921,0.04939398,49.52854372,1.298194841,11,4.5,0.017422868,0.012237519,3/10/2021 14:56
"New York County, NY",county,8/19/2019,9/15/2019,4 weeks,750,0.017639077,187,0.016304348,19,0.461538462,4,0.333333333,0.026399406,0.008291697,1191878,0.014285875,1291.783915,-0.029032637,0,0,50,2.125,0.005941365,0.004230112,20,0.666666667,1012.5,0.016974689,1,,1,,0.069017094,-0.000213675,0.069017094,-0.000213675,1315,0.051159073,328,0.051282051,1235000,-0.123725055,1334.608104,-0.070200511,8120,-0.110039456,34115,-0.082264009,8528,-0.082320026,127.7,0,248,8.538461538,0.029247118,0.026400575,1398750,-0.060768843,1421.810742,-0.055335477,,,,,,,0.996519164,-0.001280564,196.7,28.4,0.105369015,0.039956419,47.68292336,-3.21821177,9,3.5,0.024876847,0.01786238,3/10/2021 14:56
"New York County, NY",county,8/26/2019,9/22/2019,4 weeks,773,0.063273728,193,0.066298343,17,0.0625,4,0,0.023210373,0.000293591,1156878,-0.010581142,1296.369838,-0.027417149,0,0,57,-0.136363636,0.006790282,-0.000143181,21,0.909090909,1011.1,0.121450754,0,,0,,0.030555556,-0.038675214,0.030555556,-0.038675214,1490,0.021947874,372,0.021978022,1303750,-0.033364226,1365.850652,-0.02658801,7996,-0.127740809,33683,-0.103841856,8420,-0.103873989,126.7,-2,264,2.473684211,0.03136865,0.023338799,1392500,-0.061815732,1413.642305,-0.058895504,,,,,,,0.997759544,-0.000217267,193.6,23.6,0.108262233,0.046312887,45.70469825,-6.658323183,8,-0.111111111,0.028514257,-0.000393783,3/10/2021 14:56
"New York County, NY",county,9/2/2019,9/29/2019,4 weeks,767,0.066759388,191,0.067039106,10,-0.411764706,2,-0.5,0.015497179,-0.00871721,1138128,-0.037930685,1312.507208,-0.022082393,0,0,68,-0.180722892,0.008171801,-0.000524789,15,0.5,1034.6,0.178896992,0,-1,0,,0.016666667,-0.088278388,0.016666667,-0.052564103,1628,-0.010935601,407,-0.00973236,1380688.5,-0.013793929,1420.498343,-0.010825494,7965,-0.137613686,33287,-0.121575975,8321,-0.121608783,125,-2.5,226,1.658823529,0.026938657,0.017960548,1380000,-0.067407073,1404.609689,-0.06264895,,,,,,,0.997642527,-0.000602078,191.2,15.7,0.082075588,0.024148261,45.51267291,-7.63369871,9,-0.181818182,0.034149404,-0.001796893,3/10/2021 14:56
"New York County, NY",county,9/9/2019,10/6/2019,4 weeks,805,0.10123119,201,0.104395604,7,-0.461538462,1,-0.666666667,0.008913774,-0.009426533,1089250,-0.052207962,1298.094337,-0.047010967,0,0,68,-0.284210526,0.008295007,-0.001733613,14,0,1048.5,0.219753374,0,-1,0,-1,0,-0.090659341,0,-0.054945055,1566,0.018205462,391,0.018229167,1497813.5,0.013765715,1502.983845,0.004068141,7976,-0.138474833,33119,-0.129775606,8279,-0.129808703,123,-3.5,170,0.650485437,0.020384042,0.009595394,1378750,-0.067635906,1398.344303,-0.066403029,,,,,,,0.998176759,-0.00082905,192.7,16.5,0.071201113,-0.007879158,41.61631354,-10.87694138,9,-0.4,0.034478435,-0.006891191,3/10/2021 14:56
"New York County, NY",county,9/16/2019,10/13/2019,4 weeks,757,0.054317549,189,0.055865922,9,-0.1,2,0,0.012502549,-0.00171243,1095500,-0.035332966,1309.320066,-0.035282394,0,0,64,-0.311827957,0.007754852,-0.002060618,14,-0.066666667,1001,0.164901664,0,-1,0,,0.033333333,-0.038095238,0,-0.035714286,1394,-0.035961272,348,-0.03601108,1497813.5,0.018072355,1499.424339,0.001329431,8033,-0.134747953,33021,-0.133670899,8255,-0.133697135,122.2,-3.3,95,-0.030612245,0.011569582,0.001310612,1378750,-0.067948151,1395.025683,-0.068041052,,,,,,,0.997848751,-0.000385747,187,10,0.074911313,-0.011722011,44.20149973,-9.443462163,11,-0.266666667,0.031868542,-0.00852353,3/10/2021 14:56
"New York County, NY",county,9/23/2019,10/20/2019,4 weeks,714,-0.011080332,178,-0.011111111,10,0.666666667,2,1,0.014816006,0.006811052,1074250,-0.055604396,1288.699467,-0.049924385,0,0,64,0.391304348,0.007781396,0.002915744,12,-0.25,1022.7,0.173493976,0,-1,0,-1,0.033333333,-0.054761905,0,-0.052380952,1299,-0.080028329,324,-0.082152975,1506626,0.025942496,1481.680678,-0.016116335,8099,-0.134907071,33166,-0.131325301,8291,-0.131377685,121.7,-3,73,0.489795918,0.008820824,0.00361684,1383750,-0.06456809,1397.043832,-0.065805208,,,,,,,0.997181243,-0.001205667,183.2,5.6,0.071188602,-0.022602985,47.30834235,-6.075910039,13,0.625,0.031855785,0.01209505,3/10/2021 14:56
"New York County, NY",county,9/30/2019,10/27/2019,4 weeks,675,-0.031563845,168,-0.034482759,11,1.2,2,1,0.016442073,0.009313055,1036250,-0.102356093,1271.085649,-0.065231887,0,0,66,-0.014925373,0.007905245,0.000890033,14,-0.176470588,949.7,0.110111046,0,-1,0,-1,0.045833333,-0.006547619,0.0125,-0.039880952,1253,-0.093342981,313,-0.092753623,1495312.5,0.047850334,1470.035335,-0.000836915,8155,-0.135848257,33391,-0.131821846,8347,-0.131877275,120.2,-4.5,76,0.551020408,0.009166674,0.004067351,1395000,-0.055958452,1399.90318,-0.062558665,1600000,0.103448276,1550000,0,0.96875,-0.100215517,0.997848561,-0.00063594,182.3,4.5,0.085176548,-0.016432101,49.61588253,-5.724075385,13,0.181818182,0.032372777,0.003656024,3/10/2021 14:56
"New York County, NY",county,10/7/2019,11/3/2019,4 weeks,696,-0.004291845,174,0,13,1.166666667,3,2,0.018746651,0.010295188,1034375,-0.113578499,1269.183034,-0.065199215,0,0,69,0.301886792,0.008351009,0.00282002,14,-0.222222222,843,-0.013458163,0,,0,,0.045833333,0.029166667,0.0125,-0.004166667,1025,-0.187153053,256,-0.187301587,1398812.5,-0.03166459,1408.338674,-0.033331161,8160,-0.140600316,33407,-0.135966274,8351,-0.136043865,118.7,-5.3,72,0.846153846,0.008711481,0.004611048,1395000,-0.053863131,1400.906478,-0.059713404,1600000,0.103448276,1550000,0,0.96875,-0.100215517,0.997446205,-0.000119759,183.5,2.4,0.081898753,-0.020743282,48.27448577,-7.199617253,12,0.714285714,0.034191176,0.01154768,3/10/2021 14:56
"New York County, NY",county,10/14/2019,11/10/2019,4 weeks,678,-0.010218978,169,-0.011695906,11,0.571428571,2,1,0.016153772,0.005893365,971875,-0.168919225,1238.654383,-0.079558741,0,0,66,-0.266666667,0.007901632,-0.00144539,15,-0.166666667,836,-0.0456621,0,,0,,0.036309524,0.019642857,0.024404762,0.007738095,991,-0.128408091,247,-0.13028169,1360375,-0.037450337,1405.192697,-0.037456339,8161,-0.138680739,33403,-0.138898198,8350,-0.138908941,116.2,-7,75,-0.117647059,0.008982681,0.00018967,1395375,-0.053608793,1402.298117,-0.057590363,1600000,,1550000,,0.96875,,0.997696528,-0.000369527,186.2,2,0.094379403,-0.015681331,49.71873886,-7.326482044,10,-0.285714286,0.032348977,-0.005962369,3/10/2021 14:56
"New York County, NY",county,10/21/2019,11/17/2019,4 weeks,681,-0.017316017,170,-0.01734104,8,0,2,0,0.011315063,-0.000312884,987375,-0.154761202,1250.502608,-0.066404175,0,0,71,-0.252631579,0.008512601,-0.001365636,22,0,866.3,-0.025095656,1,,1,,0.056579794,0.02979408,0.037918275,0.028989704,953,-0.099243856,238,-0.098484848,1414062.5,-0.034230837,1442.94992,-0.027702875,8138,-0.137284003,33364,-0.13703378,8341,-0.136989136,113.1,-9.4,77,-0.153846154,0.009263065,-0.000168103,1396625,-0.051957256,1405.075041,-0.054479958,1600000,,1550000,,0.96875,,0.998071136,0.000416535,192.6,6.6,0.135181771,0.007481513,49.40140526,-6.789103698,9,-0.4,0.034898009,-0.005704132,3/10/2021 14:56
"New York County, NY",county,10/28/2019,11/24/2019,4 weeks,660,0.069692058,165,0.071428571,13,0.625,3,0.5,0.019490132,0.005892457,992750,-0.126772952,1230.014851,-0.053415234,0,0,64,0.015873016,0.007727217,0.001103145,27,0.35,906.1,-0.15063742,1,,0,,0.05049005,0.023704336,0.025418275,0.016489704,864,0.048543689,216,0.048543689,1451312.5,-0.008790023,1442.951997,-0.013987867,8100,-0.135169763,33243,-0.132625372,8310,-0.132658386,111.6,-11.1,81,-0.079545455,0.009775358,0.000600779,1404125,-0.047563523,1408.810556,-0.051313086,,,,,,,0.997828053,0.001381391,192.1,4.5,0.168494962,0.034859601,50.73150712,-14.26208083,10,-0.090909091,0.031728395,0.004502258,3/10/2021 14:56
"New York County, NY",county,11/4/2019,12/1/2019,4 weeks,568,-0.050167224,142,-0.046979866,12,0.5,3,0.5,0.021880035,0.007979967,1023500,-0.101742357,1249.788125,-0.045537117,0,0,49,-0.209677419,0.006004783,-0.000447255,28,0.4,1025.1,-0.066223356,1,0,1,,0.06611505,0.027424574,0.041043275,0.020209942,771,-0.016581633,192,-0.020408163,1453687.5,0.040907583,1493.663654,0.031575807,8062,-0.133304666,33001,-0.132625437,8250,-0.132583325,111.3,-12.2,76,-0.11627907,0.009208215,0.000238136,1414125,-0.040780391,1412.138584,-0.049233792,,,,,,,0.99955525,0.001322658,200.1,14.8,0.194837604,0.059364008,60.42710325,-5.617764299,13,0.083333333,0.024683701,-0.001977232,3/10/2021 14:56
"New York County, NY",county,11/11/2019,12/8/2019,4 weeks,589,-0.03125,147,-0.032894737,13,0.3,3,0.5,0.022925821,0.006109087,1099750,-0.059080182,1317.06162,-0.003704677,0,0,51,0.378378378,0.00626436,0.002335753,30,0.428571429,1045.8,-0.056648025,1,0,1,,0.058434559,0.019744083,0.03720303,0.016369696,685,-0.024216524,171,-0.022857143,1542750,0.168477621,1582.276612,0.115987256,7997,-0.134711101,32775,-0.130982368,8193,-0.130992787,112.1,-12.6,80,0.26984127,0.009829032,0.003080165,1427500,-0.031382528,1418.482426,-0.044518892,,,,,,,0.998613858,-0.002017306,205.3,21.7,0.205095818,0.065455556,58.43802697,-6.079548918,16,0.777777778,0.02575966,0.00974581,3/10/2021 14:56
"New York County, NY",county,11/18/2019,12/15/2019,4 weeks,631,0.0096,157,0.006410256,15,0.666666667,3,0.5,0.025425821,0.010173749,1140500,-0.014199759,1329.76909,0.006694285,0,0,39,0.392857143,0.004861391,0.001790901,30,0.428571429,1110.7,-0.038021826,1,,0,,0.044921045,0.023400899,0.030446273,0.018541511,613,0.066086957,153,0.06993007,1500250,0.201762291,1617.314822,0.149605109,7912,-0.136055907,32477,-0.130980413,8119,-0.131007171,113.5,-13.2,86,0.482758621,0.010695509,0.004468717,1442655,-0.021928814,1424.884501,-0.039953326,,,,,,,0.998395253,-0.003089196,209.7,26.5,0.192801514,0.059359723,55.30495735,-7.543935864,16,1,0.019969666,0.007412339,3/10/2021 14:56
"New York County, NY",county,11/25/2019,12/22/2019,4 weeks,689,-0.112113402,172,-0.113402062,9,0,2,0,0.01563511,0.003154494,1156562.5,-0.009413362,1333.662068,-0.004516678,0,0,30,0.363636364,0.003788663,0.001402343,25,0,1101.7,0.094041708,1,,0,,0.038510789,0.008926126,0.030446273,0.018541511,521,-0.092334495,130,-0.090909091,1469250,0.155627218,1608.200239,0.071291719,7797,-0.138548227,32038,-0.135043197,8009,-0.135097192,114.7,-13.5,88,0.692307692,0.011087208,0.005439579,1453905,-0.016560273,1430.290808,-0.036511892,,,,,,,0.998465847,-0.004700647,215.6,31,0.153653005,0.02071595,51.36815976,1.877766287,14,1,0.015647044,0.005813876,3/10/2021 14:56
"New York County, NY",county,12/2/2019,12/29/2019,4 weeks,683,0.002936858,170,0,8,-0.333333333,2,-0.333333333,0.013416832,-0.013210882,1205836.3,0.018657909,1426.862786,0.060167646,0,0,30,0.428571429,0.003852566,0.001589088,25,0.086956522,960.5,0.039502165,0,,0,,0.022885789,-0.015627445,0.014821273,-0.00601206,458,0.117073171,114,0.117647059,1346000,0.107579638,1493.810622,0.001336983,7680,-0.140843495,31557,-0.135211422,7889,-0.135167726,116.7,-14.5,86,0.869565217,0.01089359,0.005835012,1463905,-0.01313379,1435.164874,-0.03412672,,,,,,,0.996604331,-0.005904896,199.5,12.2,0.153597548,0.010814602,51.40986339,-14.44280992,12,1,0.016015625,0.006618601,3/10/2021 14:56
"New York County, NY",county,12/9/2019,1/5/2020,4 weeks,600,0.003344482,150,0.006711409,12,0.333333333,3,0.5,0.028526016,0.004901549,1141461.3,-0.035724351,1358.45762,-0.015084974,0,0,21,3.2,0.002721957,0.002085807,19,-0.05,864.7,-0.039222222,0,,0,,0.006756757,-0.031756477,0.006756757,-0.014076577,435,-0.037610619,108,-0.044247788,1246000,-0.03523969,1478.837007,-0.024790364,7578,-0.145852119,31063,-0.139052106,7765,-0.139135255,119.2,-14.5,82,1.928571429,0.010593014,0.007438363,1470155,-0.012249834,1438.716149,-0.032812174,,,,,,,0.993039113,-0.006909843,212,16.5,0.125466527,-0.018777458,60.83377155,-19.43225403,10,2.333333333,0.01121668,0.008624254,3/10/2021 14:56
"New York County, NY",county,12/16/2019,1/12/2020,4 weeks,569,0.027075812,142,0.028985507,10,0.111111111,2,0,0.026026016,0.00200977,1097336.3,-0.026752727,1345.941735,-0.021174436,0,0,28,-0.404255319,0.003734033,-0.001505634,13,-0.277777778,850.5,-0.023536165,0,,0,,0,-0.028897849,0,-0.020833333,593,-0.035772358,148,-0.032679739,1237250,-0.035480067,1457.279009,-0.017487649,7524,-0.141193928,30783,-0.14270198,7695,-0.142713904,122.7,-11.3,74,-0.204301075,0.0096734,-0.000673271,1473750,-0.012984404,1440.861082,-0.032151656,,,,,,,0.994935147,-0.004773693,201.8,2.6,0.101405876,-0.03941894,62.25618279,-21.31803989,12,-0.142857143,0.015284423,-0.006288457,3/10/2021 14:56
"New York County, NY",county,12/23/2019,1/19/2020,4 weeks,543,0.175324675,135,0.173913043,12,0.5,3,0.5,0.028785477,0.005199604,1113898.8,0.017840137,1335.525068,-0.013465084,0,0,40,-0.285714286,0.005277854,-0.000988073,14,0,937,0.045992409,1,,1,,0.075,0.022916667,0.075,0.038541667,813,-0.048009368,203,-0.046948357,1219750,-0.013346815,1504.907847,0.047000804,7517,-0.136473291,30744,-0.137615708,7686,-0.137567325,126.5,-8.5,70,-0.3,0.009109169,-0.00211453,1473750,-0.010740057,1443.643614,-0.030905141,579000,,,,,,0.994657438,-0.004646378,199.2,6.7,0.105658552,-0.029253047,63.4198033,-24.68720443,12,-0.294117647,0.021684183,-0.004163032,3/10/2021 14:56
"New York County, NY",county,12/30/2019,1/26/2020,4 weeks,623,0.209708738,155,0.2109375,12,1,3,2,0.026257671,0.013842705,1074000,-0.034064081,1226.538606,-0.085480194,0,0,47,-0.287878788,0.006075214,-0.001293672,13,0,952.8,-0.019853924,1,,1,,0.075,0.015972222,0.075,0.031597222,1041,-0.04757548,260,-0.047619048,1313125,0.028893242,1556.737565,0.08625419,7536,-0.13119668,30869,-0.133453106,7717,-0.133408198,129,-6,70,-0.380530973,0.009142485,-0.003523989,1473750,-0.006153587,1444.382831,-0.029409112,579000,,,,,,0.995317167,-0.003272186,219.6,37.5,0.080886055,-0.030786796,53.96296559,-21.31152421,12,-0.368421053,0.024946921,-0.005488864,3/10/2021 14:56
